epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,367.185,0.56685,0.38443,0.87361,0.89488,0.70282,0.80127,0.56473,1.08396,0.63832,1.17488,0.000464627,0.000464627,0.000464627
168,369.272,0.54979,0.3964,0.85749,0.83597,0.71227,0.78829,0.55336,1.10313,0.65581,1.17473,0.000464077,0.000464077,0.000464077
169,371.33,0.53037,0.37409,0.89067,0.87209,0.68083,0.78231,0.54245,1.15696,0.69712,1.24155,0.000463526,0.000463526,0.000463526
170,373.546,0.58058,0.40296,0.84976,0.87829,0.6846,0.77295,0.54305,1.21211,0.7361,1.25979,0.000462976,0.000462976,0.000462976
171,375.61,0.49824,0.3511,0.84599,0.83096,0.69973,0.76208,0.54248,1.18673,0.69166,1.23413,0.000462425,0.000462425,0.000462425
172,377.676,0.50651,0.36324,0.86346,0.83128,0.70345,0.77449,0.55368,1.14215,0.6732,1.16876,0.000461875,0.000461875,0.000461875
173,379.757,0.50094,0.33856,0.86187,0.84439,0.68864,0.77704,0.56256,1.1406,0.68448,1.18614,0.000461324,0.000461324,0.000461324
174,381.776,0.49707,0.34029,0.84608,0.83561,0.70165,0.78125,0.55155,1.05968,0.68521,1.13053,0.000460774,0.000460774,0.000460774
175,383.864,0.49603,0.35836,0.84474,0.83095,0.68212,0.77894,0.55615,0.97078,0.65579,1.09275,0.000460223,0.000460223,0.000460223
176,386.122,0.52311,0.36699,0.85669,0.80725,0.6961,0.77928,0.55043,1.03507,0.68243,1.12238,0.000459673,0.000459673,0.000459673
177,388.203,0.49866,0.34763,0.87059,0.83327,0.68277,0.7736,0.54552,1.05561,0.68267,1.15954,0.000459123,0.000459123,0.000459123
178,390.231,0.52693,0.35663,0.8485,0.88668,0.67121,0.77495,0.55491,1.16737,0.6892,1.20169,0.000458572,0.000458572,0.000458572
179,392.32,0.49805,0.36915,0.86588,0.88351,0.68041,0.77418,0.54719,1.18856,0.68174,1.20164,0.000458022,0.000458022,0.000458022
180,394.389,0.51126,0.3545,0.8441,0.83675,0.7108,0.78862,0.55391,1.18664,0.63877,1.20337,0.000457471,0.000457471,0.000457471
